Index	PrototypeId	Name
0	0	
1	5376462452889969	Loot/Tables/MysteryChest/Mark3/BoostTriple4hMark3Table.prototype
2	13099178468776350	Loot/Tables/Achievements/ItemPowerLootTable/OctobotLT.prototype
3	14187113897399230	Loot/Tables/MysteryChest/CurrencyBoost.prototype
4	19877558377912305	Loot/Tables/Events/CWPowerUpBuffLootIMCrossbones.prototype
5	34427864175092310	Loot/Tables/Mob/Destructibles/AgeOfUltronChest/Normal/AoUPhase04BronzeNormal.prototype
6	38275023123978668	Loot/Tables/MissionRewards/HoloSimInvasionObjReward800.prototype
7	41921789040728248	Loot/Tables/Mob/NormalMobs/Chapter01/PopcornSharedCh01.prototype
8	43964811894921872	Loot/Tables/Events/ARMORDriveEvent/ARMORHoloSimWave16One.prototype
9	51133917141276753	Loot/Tables/Mob/ChampionsElites/YellowPatrolSavage.prototype
10	60309820676906567	Loot/Tables/Achievements/CrossbonesBazaarScenarioRegBoxLootTable.prototype
11	71941411427391829	Loot/Tables/MysteryChest/Mark3/FortuneCard2CowPortals.prototype
12	73866303720134959	Loot/Tables/Vendor/DangerRoom/DREventScenariosVendor.prototype
13	85895832077996843	Loot/Tables/Achievements/TakedownArt210.prototype
14	102229123971553239	Loot/Tables/Mob/Bosses/PatrolMidtown/RhinoMidtown.prototype
15	102694628579545455	Loot/Tables/Test/TestNewCharacter.prototype
16	106559514403281364	Loot/Tables/Achievements/ItemPowerLootTable/Unique423LT.prototype
17	107387680718395414	Loot/Tables/ItemType/Unique235PresentDropLootTable.prototype
18	115679625821820897	Loot/Tables/Mob/Bosses/PatrolMidtown/KurseMidtown.prototype
19	116073718208405145	Loot/Tables/Mob/Bosses/PatrolMidtown/Subtable/SharedMidtownMADNESS.prototype
20	117127055360989102	Loot/Tables/Events/CICPTournamentFirstPlaceTable.prototype
21	119797586668752853	Loot/Tables/Test/TestElements.prototype
22	125347984332757916	Loot/Tables/Mob/Destructibles/Chapter03Plus/BuffedXDefTable22.prototype
23	133323240983237761	Loot/Tables/MissionRewards/SinisterPlans.prototype
24	146563034284233287	Loot/Tables/Events/JackOLanternLoot.prototype
25	147141004116958173	Loot/Tables/Events/ARMORDriveEvent/MisterSinisterCosmicOne.prototype
26	168400832247896458	Loot/Tables/MysteryChest/SeasonalLE/OdinsBounty/XPBar.prototype
27	168564706846052250	Loot/Tables/Mob/PvP/PvPMinion.prototype
28	181874990376424634	Loot/Tables/ItemType/RingOffenseOrDefense.prototype
29	186660673091082107	Loot/Tables/Achievements/ShieldAgentEGMLootTable.prototype
30	187277111437497894	Loot/Tables/Events/AoSTournamentTop50BoxTable.prototype
31	188645431635024301	Loot/Tables/MissionRewards/HoloSimInvasionObjReward450.prototype
32	192575939329857570	Loot/Tables/RandomGiftboxes/DailyGift/HoD25BoxTable.prototype
