Index	PrototypeId	Name
0	0	
1	79508179003644660	Powers/Player/Rogue/PowerMappings/RecallOverloadPhysical.prototype
2	151945903826279252	Powers/Player/JeanGrey/MappedPowers/MapPowerJeanGreyDrain.prototype
3	220897389951064802	Powers/Player/BlackPanther/MapPowerBlackPantherMineField.prototype
4	344038204599049133	Powers/Player/Nova/MappedPowers/PulsarImplosionToNoPulsar.prototype
5	663749223727831260	Powers/Player/Psylocke/MappedPowers/KickPunchMental.prototype
6	699618574484906088	Powers/Player/IronMan/MappedPowers/RainOfMissilesToOrbitalBombardment.prototype
7	709751095450278525	Powers/Player/Psylocke/MappedPowers/PsiKatanaConeMental.prototype
8	742190701744822286	Powers/Player/X23/MappedPowers/BladeSpinToMovement.prototype
9	847582819781253831	Powers/Player/Punisher/MappedPowers/ChemicalBombLauncher.prototype
10	910960928803920544	Powers/Player/Punisher/MappedPowers/FlamethrowerSpender.prototype
11	1081489470753412882	Powers/Player/Magik/MappedPowers/LifeTapConfuse.prototype
12	1097283304111937725	Powers/Player/LukeCage/PowerMappings/CrowbarToChain.prototype
13	1104537677459757692	Powers/Player/Spiderman/MappedPowers/MapPowerSpiderBAMF.prototype
14	1137893735351589945	Powers/Player/LukeCage/PowerMappings/IronFistToJessicaJones.prototype
15	1142817724653312740	Powers/Player/Nova/MappedPowers/PulsarHotspotToNoPulsar.prototype
16	1147570851592020056	Powers/Player/HumanTorch/PowerMappings/BowlingBallToBouncingFireballs.prototype
17	1409161141317145016	Entity/Characters/Avatars/MapPower.defaults
18	1421969346127143070	Powers/Player/BlackWidow/PowerMappings/FlashGrenadeToConductiveGrenade.prototype
19	1423073832991790761	Powers/Player/Thor/MappedPowers/RagnarokChange.prototype
20	1463905612139928752	Powers/Player/JeanGrey/MappedPowers/MapPowerJeanGreyCarThrow.prototype
21	1510775545975675911	Powers/Player/BlackBolt/MappedPowers/RangedImplodetoImplode.prototype
22	1513353151667379777	Powers/Player/Beast/MappedPowers/HulkingSlamToHulkingSlamJubilee.prototype
23	1534317758114830809	Powers/Player/Cyclops/MappedPowers/MapPowerCyclopsSig.prototype
24	1556693228734783087	Powers/Player/HumanTorch/PowerMappings/SummonFireWallToFlameWave.prototype
