Index	PrototypeId	Name
0	0	
1	195946921107329797	Entity/Characters/TeamUps/RachelAlves.prototype
2	503942338718405848	Entity/Characters/TeamUps/SpidermanRework.prototype
3	992430910579479202	Entity/Characters/TeamUps/HydraAgent.prototype
4	1054738674846798299	Entity/Characters/TeamUps/Firestar.prototype
5	1277161642800976004	Entity/Characters/TeamUps/Magik.prototype
6	1511498568964510383	Entity/Characters/TeamUps/AgentVenom.prototype
7	1939264464472379739	Entity/Characters/TeamUps/Jubilee.prototype
8	2004935368850084098	Entity/Characters/TeamUps/Rescue.prototype
9	2376551315543560525	Entity/Characters/TeamUps/Arachne.prototype
10	2943735762294018090	Entity/Characters/TeamUps/Drax.prototype
11	3045010422899741363	Entity/Characters/TeamUps/SpiderGwen.prototype
12	3380275529851932802	Entity/Characters/TeamUps/Angel.prototype
13	3930543209986658711	Entity/Characters/TeamUps/Sunspot.prototype
14	4077230279316215224	Entity/Characters/TeamUps/IronmanHulkbuster.prototype
15	4280273926886592762	Entity/Characters/TeamUps/Medusa.prototype
16	4730400162366296493	Entity/Characters/TeamUps/DraxVol2.prototype
17	5367608868641706774	Entity/Characters/TeamUps/RobbieReyes.prototype
18	5376975698034299509	Entity/Characters/TeamUps/GamoraVol2.prototype
19	5828233760603771784	Entity/Characters/TeamUps/MilesMorales.prototype
20	6169002939415532752	Entity/Characters/TeamUps/IronManCivilWar.prototype
21	6237744012630561006	Entity/Characters/TeamUps/Falcon.prototype
22	6258265528898295199	Entity/Characters/TeamUps/HolidayDoctorDoom.prototype
23	6736348866002227356	Entity/Characters/TeamUps/Mordo.prototype
24	6780683547102089860	Entity/Characters/TeamUps/KamalaKhan.prototype
25	6999721444344270902	Entity/Characters/TeamUps/Wasp.prototype
26	7709410859869213363	Entity/Characters/TeamUps/OldManThor.prototype
27	7880164105764606844	Entity/Characters/TeamUps/JessicaJones.prototype
28	8115834385544319789	Entity/Characters/TeamUps/Quicksilver.prototype
29	8167857776852603118	Entity/Characters/TeamUps/Agent13.prototype
30	8185446423366733970	Entity/Characters/TeamUps/Quake.prototype
31	8728139284375998831	Entity/Characters/TeamUps/SheHulk.prototype
32	9053752069011806168	Entity/Characters/TeamUps/PunisherNetflixVariant.prototype
33	9075683766744323180	Entity/Characters/TeamUps/WolverineBrood.prototype
34	9379534053138109191	Entity/Characters/TeamUps/OldManLogan.prototype
35	9671769034704228926	Entity/Characters/TeamUps/Spiderman.prototype
36	9786595522490013582	Entity/Characters/TeamUps/CaptainAmericaCivilWar.prototype
37	9842144617988036112	Entity/Characters/TeamUps/PunisherDeadWinter.prototype
38	10410660460662559708	Entity/Characters/TeamUps/FrankenCastle.prototype
39	10437471149139039012	Entity/Characters/TeamUps/SpiderWoman.prototype
40	10690815854981419718	Entity/Characters/TeamUps/MovieGroot.prototype
41	10921903055005159368	Entity/Characters/AgentTeamUp.defaults
42	11101021748822546697	Entity/Characters/TeamUps/WolverineDangerRoomReward.prototype
43	11135834277667280547	Entity/Characters/TeamUps/BackInBlackSpiderman.prototype
44	11842033941822444429	Entity/Characters/TeamUps/AgentCoulson.prototype
45	11858549063889195156	Entity/Characters/TeamUps/Havok.prototype
46	12473466303371613303	Entity/Characters/TeamUps/FirestarYellow.prototype
47	12514766973523137093	Entity/Characters/TeamUps/DrStrange.prototype
48	12688755605678986060	Entity/Characters/TeamUps/IronManMark2.prototype
49	12945727909032432214	Entity/Characters/TeamUps/Wolverine.prototype
50	12980491881127285336	Entity/Characters/TeamUps/SamWilson.prototype
51	12983590445709398272	Entity/Characters/TeamUps/DrDoom.prototype
52	13923092414038741249	Entity/Characters/TeamUps/Domino.prototype
53	14006965371102303277	Entity/Characters/TeamUps/CaptainAmerica.prototype
54	14106451657111180367	Entity/Characters/TeamUps/FalconCivilWar.prototype
55	14119237192684540236	Entity/Characters/TeamUps/Carnage.prototype
56	14495309324098082962	Entity/Characters/TeamUps/SpiderWomanShieldVariant.prototype
57	14911478581332481000	Entity/Characters/TeamUps/HowardTheDuck.prototype
58	15369520605703245840	Entity/Characters/TeamUps/Clea.prototype
59	15428049067089531424	Entity/Characters/TeamUps/ArchAngel.prototype
60	15491801609070515272	Entity/Characters/TeamUps/PirateDeadpool.prototype
61	15897070380891706428	Entity/Characters/TeamUps/DeadpoolTheKid.prototype
62	16201369012094833948	Entity/Characters/TeamUps/MagikLimboReward.prototype
63	16453128962031161510	Entity/Characters/TeamUps/Groot.prototype
64	16688587308724065027	Entity/Characters/TeamUps/ShieldAgent.prototype
65	16759316466830742861	Entity/Characters/TeamUps/ShieldAirSupport.prototype
66	16998746507989160710	Entity/Characters/TeamUps/BetaRayBill.prototype
67	17387318238338028432	Entity/Characters/TeamUps/HolidayGroot.prototype
68	17880453928546276453	Entity/Characters/TeamUps/DrStrangeMovie.prototype
69	18303256609750061298	Entity/Characters/TeamUps/Gamora.prototype
