9224707730210297277	12704861198510921184	None	Powers/Curves/ItemPowerCurves/Art45HealProcCurve.curve
9225404199963008937	11627297734823727384	None	Entity/Characters/CharacterCurves/Powers/MaxRank/MaxRankForPowerUltimate.curve
9273231546423516869	13966678207723811234	None	Entity/Characters/CharacterCurves/Powers/MaxRank/MaxRankForPowerLevel18.curve
9277941792449698374	12379368909411257659	None	Powers/Curves/PlayerPowers/Storm/ChargedStrikeStunDuration.curve
9293171744881252551	4186968852373184245	None	Property/Curves/ArmorItemsTiered/WaistArmorBuiltInStat.curve
9294871456968610784	2016419510755133707	None	Powers/Curves/EnduranceCosts/EnduranceCost56.curve
9298257014365034115	5832107410298249137	None	Powers/Curves/PlayerPowers/Cable/UltimateDamagePct.curve
9317282305529091459	1796202947503328794	None	Difficulty/Curves/Damage/Boss/BossToPlayerDamage.curve
9321304609078909933	17365539992999697004	None	Powers/Curves/PlayerPowers/Daredevil/UltimateElektraComboDamage.curve
9323957649150253079	18191001217297155216	None	Difficulty/Curves/Damage/Popcorn/PlayerToPopcornDamage.curve
9354367691564390093	15826446994845010203	None	Powers/Curves/ItemPowerCurves/Art03WeaponDamageHigh.curve
9356039431612405854	5230060450833368148	None	Powers/Curves/PlayerPowers/Wolverine/BloodyClawsDamage.curve
9367632278634369891	4370668736898207018	None	Property/Curves/BasePropertyCurve/PctNeg002.curve
9372629739336244323	7027104726549530804	None	Powers/Curves/PlayerPowers/JeanGrey/PhoenixDamageMaelstromDamage.curve
9385332281955129676	1855610762504113452	None	Powers/Curves/PlayerPowers/Punisher/IgnorePainResistance.curve
9392316992889428087	14783913725074148797	None	Property/Curves/BossCurves/KingpinMookSpawnCountCurve.curve
9393672660320919386	8531708384120604917	None	Powers/Curves/PlayerCountCurves/DrDoom/DrDoomPhase1SummonBlockadesCurve.curve
9398983202756432520	10632481370502530199	None	Property/Curves/BasePropertyCurve/Flat001.curve
9416301793591498306	18371527893105515282	None	Powers/Curves/PlayerPowers/SpiderMan/DodgePassive.curve
9420047515981060748	18310719852849857571	None	Entity/Characters/CharacterCurves/PowerPointsGrantedAtLevel.curve
9445226195387160263	6436250554133256982	None	Difficulty/Curves/NegativeStatus/CCResistScoreBase.curve
9454800890718655449	7730359754256026989	None	Powers/Curves/EnduranceCosts/EnduranceCost31.curve
9467005180910901208	2267312918234268760	None	Powers/Curves/ItemPowerCurves/PctCurrentHealthDmgMax.curve
9488760135854659669	15959772188922548752	None	Powers/Curves/PlayerPowers/Ironman/DisruptorBeamDamage.curve
9494488537477160493	8557783121826416808	None	Powers/Curves/PlayerPowers/Colossus/UltimateSummonWolverineLifespan.curve
9511923160930718556	108391477849298517	None	Property/Curves/BasePropertyCurve/Linear010.curve
9513951470565528099	4046544476788163619	None	Difficulty/Curves/PctXPFromEntityLevel.curve
9520054335054681690	8946834808941253064	None	Powers/Curves/PlayerPowers/ScarletWitch/HexSphere.curve
9524738800879671138	7620742006683076833	None	Powers/Curves/PlayerPowers/Wolverine/SprintDuration.curve
9532765891452803638	6087133725460336049	None	Powers/Curves/PlayerPowers/Daredevil/ClubThrowSlowDuration.curve
9544876629241566325	5638440159733814907	None	Property/Curves/PowerRankDamageZero/FlatNeg001.curve
9571139907122303878	4661139544649833271	None	Property/Curves/BasePropertyCurve/Flat9999999.curve
9574325245140934133	1291805749435040854	None	Difficulty/Curves/DifficultyModifier/Boss/BossToPlayerDamageModifier.curve
9582296597306217948	10204143179014999462	None	Property/Curves/BasePropertyCurve/Scale100perRank.curve
