9228271034514871064	1759164190946036747	None	Property/Info/DamageShieldScaleByStat.blueprint
9232683829858147306	12826197794746533322	None	AI/BehaviorTree/Blueprints/Actions/ActionInteractWithTarget.blueprint
9236587272244631500	13320763184622015194	Protected	Entity/Items/Armor/Blueprints/Hulk/ArmorHulkArmor.blueprint
9239810111590700770	516814502285542973	None	Entity/Characters/Vendors/VendorLootTableEntry.blueprint
9258344517218735337	11619736102847515725	None	Property/Mixin/HealthAddBonusHardcoreProp.blueprint
9264769822655256922	1709360425908831753	Protected	Powers/Blueprints/ConditionPowers/DefenseChangePower.blueprint
9270929476151219559	9538513012428572115	None	Property/Mixin/DamageOverTimeBaseBonusProp.blueprint
9283846144769595056	8014739949679347216	Protected	Powers/Blueprints/ConditionPowers/NoCostPower.blueprint
9288808392879770990	13212262856757023278	None	Property/Info/StatSpeed.blueprint
9298715488734680672	4512764749157631516	None	Property/Mixin/CreatorEntityAssetRefBaseProp.blueprint
9309593191131650161	16565111265759135259	Protected	Powers/Blueprints/ConditionPowers/PartyBonusPower.blueprint
9315177729008473688	16874639979446275042	None	Property/Mixin/SkillshotReflectFromAngleProp.blueprint
9319026948574419900	9059746599856178646	None	UI/UINotifications/StoryNotifications/VOStoryNotification.blueprint
9339017341102594902	2303416615621953091	None	Powers/Blueprints/ConditionEffects/MaxConditionTimeEffect.blueprint
9347780305368715228	9424603182661764620	None	Property/Info/CritChanceBonus.blueprint
9352761026393608900	9029073047306372622	None	Property/Mixin/DisableHealthGainProp.blueprint
9358640498060432333	16609406190071385205	None	Property/Mixin/BodySliderRegionRefProp.blueprint
9361477297446785745	18183846668297833503	None	Property/Info/DamageVulnerabilityPct.blueprint
9362164213640269137	17786797468731835864	None	Entity/DoorEntityState.blueprint
9378338060214476789	14295513891003572212	Protected	Entity/Items/Armor/Blueprints/ScarletWitch/ArmorScarletWitchHeadpiece.blueprint
9378535639027291649	14074376189445473847	None	Populations/Blueprints/Base/PopulationObject.blueprint
9382079239021861153	11911582627871655374	Protected	Powers/Blueprints/ConditionPowers/InvulnerablePower.blueprint
9382946819330019441	8522846735552022032	None	Property/Mixin/SpawnCellIdProp.blueprint
9385869035320972060	7495154107784889864	Protected	Powers/Blueprints/PetItemSummonPower.blueprint
9393643020633182979	15794517006877789253	None	AI/Misc/AIEntityAttributes/HasKeyword.blueprint
9395828427201253536	9595959161697014334	None	Powers/Blueprints/Keywords/Leap.blueprint
9395982843659096072	15674152462220600901	None	Property/Info/PvPUpgradesTemp.blueprint
9408059871892869519	10100779507775768076	None	Entity/Keywords/MobKeywords/Robot.blueprint
9413651268413690901	18201932751163101904	None	Property/Info/MovementSpeedFlyChangePct.blueprint
9416005755643499248	5941347919274968634	None	AI/Misc/BehaviorContexts/DelayContext.blueprint
9422445755018909892	12817648228618012157	Protected	Powers/Blueprints/ConditionPowers/AggroResistPower.blueprint
9429071505321691989	2893711719430751696	None	Property/Info/Proc.blueprint
9432199142532585072	2132990917314807259	None	DRAG/RegionGenerators/SequenceRegionGenerator.blueprint
9435151190001326783	6147610563260326996	Protected	Entity/Items/Medals/MedalBlueprints/Boss/ZZZModokMedalCH8.blueprint
9441165505660129702	14232627436315610131	None	AI/Misc/AIEntityAttributes/IsMelee.blueprint
9451703661514200355	18099807571304975317	None	Property/Info/RestrictedToPlayerGuidParty.blueprint
9453617146668848365	9588055592182156368	None	Property/Mixin/CharacterLevelFromAreaProp.blueprint
9459577809298986120	8911684706256815614	None	Property/Info/InteractableDestroyDelayMS.blueprint
9468608959626157832	9295078917608310278	Protected	Powers/Blueprints/ConditionPowers/AllianceOverrideTgtRstrctdPower.blueprint
9489115581841019455	4874525952755896910	None	Eval/Constants/LoadProtoRefAlliance.blueprint
9490939016365215436	14271952544731825632	None	UI/Tooltips/TooltipSection.blueprint
9495575559622301332	7601961765820830171	None	Property/Mixin/NegateHotspotsWithKeywordProp.blueprint
