9224051613257647643	0	Powers.ItemPowers.MedalPowers.MsMarvelMedallionSpiritOnDamaged
9224585250035926577	0	Powers.EnemyPowers.Passive.LavaChampionAura
9230314547365414397	0	Powers.Player.ZZZDeprecated.zzzPhoenixTransformDarkPhoenix
9236972884528661594	0	Entity.Types.EntityIconPathType.3C6187B25F7210AD
9239866154072345726	0	Powers.TeamUps.OldManThor.TeamUpTier2TreasureSeeker
9243187371032711754	0	Powers.Player.MrFantastic.HerbieHealingAuraHSEffect
9245851012255978323	0	Powers.EnemyPowers.Boss.Viper.ViperSummonHydraJetpack
9247050518448181911	0	Powers.TeamUps.PirateDeadpool.BulletSpray
9250530595610564772	0	Powers.Player.BlackPanther.SummonDoraMilaje2
9251914779847951973	0	Powers.Blueprints.ConditionPowers.RemoveConditionsWithPropertyOfTypePower
9252124744010707689	0	Entity.Items.Crafting.Recipes.Elements.CraftElement09
9265804428177121038	0	Powers.TeamUps.BetaRayBill.SkuttlebuttBeam
9267222321332033868	0	Powers.Player.ZZZDeprecated.LightningStrikeHotspotEffect
9269097530950157921	0	Powers.Player.ScarletWitch.SpiritBoltRestoreEffect
9274075023690240624	16024271267458275127	Powers.Player.Spiderman.AcrobaticAttack
9276807619645215414	0	Powers.Player.Spiderman.TauntHiddenPassive
9278242275053807020	0	Powers.Blueprints.Keywords.LungingPunchBuffFlight
9287939333372315189	0	Powers.TeamUps.Spiderman.TeamUpTier2CooldownReduction
9291042107873039097	0	Powers.EnemyPowers.MobPowers.MGH.MGHPsychicMissile120
9291750197289288744	0	Entity.Types.EntityIconPathType.342217825EBD109A
9292877934669007991	0	Powers.EnemyPowers.MobPowers.FrostGiants.FGIceShaperMarkerSummonIceCagPwr
9295832293475681778	0	Entity.Items.LoginRewards.Day1
9301362646837955724	0	Powers.TeamUps.DeadpoolTheKid.GodmodeProcEffect
9302131769251923441	0	Powers.Player.Passive.CommandingPresence
9305677160381554301	0	Powers.Blueprints.Keywords.Webbed
9309307523715831974	0	Powers.ItemPowers.MedalPowers.HumanTorchMedallionHotspotEffect
9313079824469681350	0	Regions.CH08Finale.Latveria.LatveriaPCZ.TreasureRooms.LatveriaCrypt.LatveriaCryptBossAmbush1
9314043122457773664	0	Entity.Items.CharacterTokens.Prototypes.XPostLaunch.TokenMistyKnight
9318216149048700121	0	Powers.EnemyPowers.Boss.Ultron.AerialModeTimeoutTimer
9320587058241868348	0	Powers.EnemyPowers.MobPowers.MGH.Blaster.MGHBlasterMstrBlstrMissileEffect
9320790085349084301	0	Powers.Player.ZZZDeprecated.PipRegen
9324903728941827673	4594735826803231930	Powers.Player.Wolverine.Inexhaustible
9325164042142687058	0	Powers.Player.ScarletWitch.InsanityNoMax
9326111314345854000	0	Entity.Types.EntityIconPathType.7386E911CEEB1346
9327659883327089439	0	Regions.CH08Finale.Latveria.LatveriaPCZ.TreasureRooms.LatveriaCrypt.LatveriaCrypt100percentSpawns
9328014152785987119	0	Powers.TeamUps.Spiderman.BlackSuit.TeamUpTier2CooldownReduction
9328037749255838171	17221446705254111609	Powers.Player.Hulk.Rework.Rawr
9328906342222987435	0	Entity.Items.Costumes.Prototypes.zTesting.Drax
9333988198825854459	0	Powers.EnemyPowers.AffixPowers.MysticShield
9334697487228084146	0	Powers.TeamUps.Wolverine.FuriousLunge
9341860663428187646	0	Powers.Player.Iceman.ChillForShowOff
9346831051989655312	0	Powers.Player.Cyclops.Rework.OldUltimateCopy
